AP,Portada,Categoría,Región,Periodo,Mes,Año,Acceso,ext,nacmay,rprov,rloc,est,jp,men,total,nactotal
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m1,1,2018,COBRA,14447,8200,678,0,573,3218,2670,29786,15339
Ciervo de los Pantanos,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,1,223,823,102,9,4,306,1468,1467
El Leoncito,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,36,166,166,19,0,0,0,387,351
El Palmar,Única,PN,CENTRO,2018m2,2,2018,COBRA,72,10752,3581,414,1160,2652,4865,23496,23424
Iberá,Cambyretá,PN,CENTRO,2018m2,2,2018,NO COBRA,91,440,18,92,0,3,71,715,624
Iberá,San Nicolás,PN,CENTRO,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,39,707,403,211,0,4,392,1756,1717
Pre Delta,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,64,2039,3186,3180,4,118,1739,10330,10266
Quebrada del Condorito,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,215,1585,1246,167,0,0,0,3213,2998
San Guillermo,Única,PN,CENTRO,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m2,2,2018,COBRA,49,2155,318,3,344,245,413,3527,3478
Talampaya,Única,PN,CENTRO,2018m2,2,2018,COBRA,478,2511,129,0,107,542,432,4199,3721
Chaco,Única,PN,NEA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Colonia Benítez,Única,RNEd,NEA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Impenetrable,Única,PN,NEA,2018m2,2,2018,NO COBRA,0,26,2,0,0,0,0,28,28
Formosa,Única,RNat,NEA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Iguazú,Única,PN,NEA,2018m2,2,2018,COBRA,81537,100108,8463,3314,0,22596,27507,243525,161988
Río Pilcomayo,Estero Poi,PN,NEA,2018m2,2,2018,NO COBRA,10,16,54,66,0,0,26,172,162
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m2,2,2018,NO COBRA,21,152,463,727,0,0,676,2039,2018
Aconquija,Única,PN,NOA,2018m2,2,2018,NO COBRA,0,3,0,0,0,0,0,3,3
Baritú,Única,PN,NOA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Calilegua,Única,PN,NOA,2018m2,2,2018,NO COBRA,114,551,161,475,0,0,346,1647,1533
Copo,Guayacán,PN,NOA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m2,2,2018,NO COBRA,12,8,0,0,0,0,0,20,8
El Rey,Única,PN,NOA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Laguna de los Pozuelos,Única,MN,NOA,2018m2,2,2018,NO COBRA,31,14,13,8,1,0,1,68,37
Los Cardones,Recta del Tín Tín,PN,NOA,2018m2,2,2018,NO COBRA,191,499,367,23,0,314,24,1418,1227
Los Cardones,Valle Encantado,PN,NOA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m2,2,2018,NO COBRA,0,0,0,2,0,0,47,49,49
Pizarro,Única,RNac,NOA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,192,377,63,12,96,38,139,917,725
Lago Puelo,Única,PN,PATAGONIA,2018m2,2,2018,COBRA,1043,25868,11698,32191,1765,0,2836,75401,74358
Laguna Blanca,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,16,128,92,13,35,0,15,299,283
Lanín,Hua Hum,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m2,2,2018,COBRA,332,5652,2133,0,1620,3841,1089,14667,14335
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m2,2,2018,COBRA,795,3541,1643,0,500,1326,706,8511,7716
Lanín,Quila Quina,PN,PATAGONIA,2018m2,2,2018,COBRA,752,6303,1579,0,1885,1016,1035,12570,11818
Lanín,Ruka Choroy,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,24,237,73,71,0,0,82,487,463
Los Alerces,Portada Centro,PN,PATAGONIA,2018m2,2,2018,COBRA,992,3262,3067,2063,455,1191,1658,12688,11696
Los Alerces,Portada Norte,PN,PATAGONIA,2018m2,2,2018,COBRA,814,4372,2941,17708,831,1234,3907,31807,30993
Los Alerces,Portada Sur,PN,PATAGONIA,2018m2,2,2018,COBRA,127,2392,1855,6107,975,948,1922,14326,14199
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m2,2,2018,NO COBRA,11014,7222,0,0,0,0,0,18236,7222
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m2,2,2018,COBRA,6174,3944,59,2721,383,0,581,13862,7688
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m2,2,2018,COBRA,6519,1439,0,921,99,0,144,9122,2603
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m2,2,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m2,2,2018,COBRA,46048,13397,10662,7860,2218,6811,6666,93662,47614
Monte León,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,263,427,568,604,3,0,1132,2997,2734
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m2,2,2018,COBRA,2971,10010,397,8670,2468,0,510,25026,22055
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m2,2,2018,COBRA,3619,14573,564,9035,2867,0,3816,34474,30855
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m2,2,2018,COBRA,920,4676,1551,2433,861,0,1394,11835,10915
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m2,2,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m2,2,2018,NO COBRA,174,107,16,23,0,0,25,345,171
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m2,2,2018,COBRA,19901,8069,9420,0,2372,3282,3461,46505,26604
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m2,2,2018,COBRA,11354,8248,350,0,499,3972,1324,25747,14393
Ciervo de los Pantanos,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,13,194,916,120,0,26,458,1727,1714
El Leoncito,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,67,520,581,69,0,0,0,1237,1170
El Palmar,Única,PN,CENTRO,2018m3,3,2018,COBRA,91,6768,2962,286,505,2149,2829,15590,15499
Iberá,Cambyretá,PN,CENTRO,2018m3,3,2018,NO COBRA,66,174,22,42,13,87,78,482,416
Iberá,San Nicolás,PN,CENTRO,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Mburucuyá,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,13,102,144,35,9,2,69,374,361
Pre Delta,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,55,1878,2217,3647,136,363,2343,10639,10584
Quebrada del Condorito,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,567,1987,2378,315,0,0,0,5247,4680
San Guillermo,Única,PN,CENTRO,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Sierra de las Quijadas,Única,PN,CENTRO,2018m3,3,2018,COBRA,89,2263,394,3,366,600,245,3960,3871
Talampaya,Única,PN,CENTRO,2018m3,3,2018,COBRA,748,5693,220,0,188,1957,503,9309,8561
Chaco,Única,PN,NEA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Colonia Benítez,Única,RNEd,NEA,2018m3,3,2018,NO COBRA,3,33,13,0,0,0,0,49,46
El Impenetrable,Única,PN,NEA,2018m3,3,2018,NO COBRA,0,0,20,0,0,0,0,20,20
Formosa,Única,RNat,NEA,2018m3,3,2018,NO COBRA,0,2,0,0,0,0,0,2,2
Iguazú,Única,PN,NEA,2018m3,3,2018,COBRA,92651,76817,5652,1987,0,19499,15829,212435,119784
Río Pilcomayo,Estero Poi,PN,NEA,2018m3,3,2018,NO COBRA,10,26,36,30,0,0,23,125,115
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m3,3,2018,NO COBRA,4,80,118,240,0,0,147,589,585
Aconquija,Única,PN,NOA,2018m3,3,2018,NO COBRA,1,6,14,25,71,0,14,131,130
Baritú,Única,PN,NOA,2018m3,3,2018,NO COBRA,12,24,0,1,0,0,11,48,36
Calilegua,Única,PN,NOA,2018m3,3,2018,NO COBRA,180,379,104,579,0,0,202,1444,1264
Copo,Guayacán,PN,NOA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m3,3,2018,NO COBRA,0,4,19,6,0,0,11,40,40
Laguna de los Pozuelos,Única,MN,NOA,2018m3,3,2018,NO COBRA,42,60,80,11,2,4,11,210,168
Los Cardones,Recta del Tín Tín,PN,NOA,2018m3,3,2018,NO COBRA,378,6137,346,377,0,4627,156,12021,11643
Los Cardones,Valle Encantado,PN,NOA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m3,3,2018,NO COBRA,29,56,42,62,0,0,41,230,201
Pizarro,Única,RNac,NOA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,174,180,81,23,24,113,50,645,471
Lago Puelo,Única,PN,PATAGONIA,2018m3,3,2018,COBRA,346,11107,2694,14182,844,4311,1711,35195,34849
Laguna Blanca,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,239,0,0,0,0,80,319,319
Lanín,Hua Hum,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m3,3,2018,COBRA,547,3735,803,0,439,1926,129,7579,7032
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m3,3,2018,COBRA,217,2435,347,0,150,932,81,4162,3945
Lanín,Quila Quina,PN,PATAGONIA,2018m3,3,2018,COBRA,133,3010,269,0,372,547,86,4417,4284
Lanín,Ruka Choroy,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,9,108,62,58,0,2,64,303,294
Los Alerces,Portada Centro,PN,PATAGONIA,2018m3,3,2018,COBRA,515,1972,1575,6979,240,1607,1544,14432,13917
Los Alerces,Portada Norte,PN,PATAGONIA,2018m3,3,2018,COBRA,447,1410,502,610,103,449,166,3687,3240
Los Alerces,Portada Sur,PN,PATAGONIA,2018m3,3,2018,COBRA,75,1077,974,6133,260,1735,955,11209,11134
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m3,3,2018,NO COBRA,9618,4359,0,0,0,0,0,13977,4359
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m3,3,2018,COBRA,8036,3589,67,4450,671,0,201,17014,8978
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m3,3,2018,COBRA,4881,1769,360,863,0,0,0,7873,2992
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m3,3,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m3,3,2018,COBRA,41551,18602,2988,11939,2936,8873,3469,90358,48807
Monte León,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,181,405,68,227,0,0,181,1062,881
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m3,3,2018,COBRA,2293,8553,109,5814,1244,0,188,18201,15908
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m3,3,2018,COBRA,3810,16017,610,5755,1394,0,563,28149,24339
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m3,3,2018,COBRA,360,1978,1108,626,1185,0,321,5578,5218
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m3,3,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m3,3,2018,NO COBRA,115,46,11,4,0,0,11,187,72
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m3,3,2018,COBRA,12465,6981,8837,0,1172,4483,1907,35845,23380
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m3,3,2018,COBRA,6051,6767,242,0,360,4629,885,18934,12883
Ciervo de los Pantanos,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,0,68,265,181,0,2,322,838,838
El Leoncito,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,176,1064,822,113,0,0,0,2175,1999
El Palmar,Única,PN,CENTRO,2018m4,4,2018,COBRA,174,9547,1507,444,758,2813,1878,17121,16947
Iberá,Cambyretá,PN,CENTRO,2018m4,4,2018,NO COBRA,67,148,58,33,0,25,47,378,311
Iberá,San Nicolás,PN,CENTRO,2018m4,4,2018,NO COBRA,42,245,150,118,0,0,90,645,603
Mburucuyá,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,4,282,84,90,0,4,98,562,558
Pre Delta,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,67,1901,1636,1500,0,16,1543,6663,6596
Quebrada del Condorito,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,270,653,1732,291,0,0,0,2946,2676
San Guillermo,Única,PN,CENTRO,2018m4,4,2018,NO COBRA,0,4,0,0,0,0,0,4,4
Sierra de las Quijadas,Única,PN,CENTRO,2018m4,4,2018,COBRA,100,1782,626,7,213,802,169,3699,3599
Talampaya,Única,PN,CENTRO,2018m4,4,2018,COBRA,686,4739,182,0,191,2488,411,8697,8011
Chaco,Única,PN,NEA,2018m4,4,2018,NO COBRA,0,16,157,139,0,1,123,436,436
Colonia Benítez,Única,RNEd,NEA,2018m4,4,2018,NO COBRA,0,3,0,1,275,0,0,279,279
El Impenetrable,Única,PN,NEA,2018m4,4,2018,NO COBRA,0,50,0,0,0,0,0,50,50
Formosa,Única,RNat,NEA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Iguazú,Única,PN,NEA,2018m4,4,2018,COBRA,45604,40927,2913,2171,0,19618,17771,129004,83400
Río Pilcomayo,Estero Poi,PN,NEA,2018m4,4,2018,NO COBRA,11,66,46,21,14,0,31,189,178
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m4,4,2018,NO COBRA,37,130,345,340,0,0,251,1103,1066
Aconquija,Única,PN,NOA,2018m4,4,2018,NO COBRA,0,7,2,2,11,0,2,24,24
Baritú,Única,PN,NOA,2018m4,4,2018,NO COBRA,4,2,4,2,0,0,0,12,8
Calilegua,Única,PN,NOA,2018m4,4,2018,NO COBRA,231,392,272,402,0,0,365,1662,1431
Copo,Guayacán,PN,NOA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m4,4,2018,NO COBRA,0,34,44,17,0,0,43,138,138
Laguna de los Pozuelos,Única,MN,NOA,2018m4,4,2018,NO COBRA,95,66,19,11,0,0,8,199,104
Los Cardones,Recta del Tín Tín,PN,NOA,2018m4,4,2018,NO COBRA,565,5967,276,157,183,3764,86,10998,10433
Los Cardones,Valle Encantado,PN,NOA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m4,4,2018,NO COBRA,16,2,31,54,0,0,27,130,114
Pizarro,Única,RNac,NOA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,21,63,26,8,3,13,16,150,129
Lago Puelo,Única,PN,PATAGONIA,2018m4,4,2018,COBRA,239,5485,1552,13398,87,2124,435,23320,23081
Laguna Blanca,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,12,406,435,404,0,3,208,1468,1456
Lanín,Hua Hum,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m4,4,2018,COBRA,0,906,474,0,252,784,340,2756,2756
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m4,4,2018,COBRA,110,1345,650,0,97,619,123,2944,2834
Lanín,Quila Quina,PN,PATAGONIA,2018m4,4,2018,COBRA,18,1351,767,0,261,476,108,2981,2963
Lanín,Ruka Choroy,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,4,135,193,30,3,23,85,473,469
Los Alerces,Portada Centro,PN,PATAGONIA,2018m4,4,2018,COBRA,182,745,193,256,14,121,109,1620,1438
Los Alerces,Portada Norte,PN,PATAGONIA,2018m4,4,2018,COBRA,13,132,331,148,1,60,90,775,762
Los Alerces,Portada Sur,PN,PATAGONIA,2018m4,4,2018,COBRA,15,37,69,1355,147,155,162,1940,1925
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m4,4,2018,NO COBRA,5200,4442,0,0,0,0,0,9642,4442
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m4,4,2018,COBRA,2256,4157,119,2778,242,0,174,9726,7470
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m4,4,2018,COBRA,1889,1229,487,850,488,0,163,5106,3217
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m4,4,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m4,4,2018,COBRA,19377,14032,1787,2800,1509,6481,1882,47868,28491
Monte León,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,93,67,31,26,0,0,45,262,169
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m4,4,2018,COBRA,1876,6266,106,3963,554,0,54,12819,10943
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m4,4,2018,COBRA,2227,7719,630,5601,780,0,385,17342,15115
Nahuel Huapi,Quetrihué,PN,PATAGONIA,2018m4,4,2018,COBRA,470,1316,1213,1181,595,0,1460,6235,5765
Nahuel Huapi,Río Limay,PN,PATAGONIA,2018m4,4,2018,COBRA,0,0,0,0,0,0,0,0,0
Patagonia,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Perito Moreno,Única,PN,PATAGONIA,2018m4,4,2018,NO COBRA,33,19,12,8,0,0,2,74,41
Tierra del Fuego,Ruta Nacional 3,PN,PATAGONIA,2018m4,4,2018,COBRA,5143,4419,3810,0,976,1765,2548,18661,13518
Tierra del Fuego,Tren del Fin del Mundo,PN,PATAGONIA,2018m4,4,2018,COBRA,1990,4164,246,0,208,2677,442,9727,7737
Ciervo de los Pantanos,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,0,42,702,62,145,2,411,1364,1364
El Leoncito,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,185,729,409,92,0,0,0,1415,1230
El Palmar,Única,PN,CENTRO,2018m5,5,2018,COBRA,67,3117,1048,920,105,2280,366,7903,7836
Iberá,Cambyretá,PN,CENTRO,2018m5,5,2018,NO COBRA,58,75,22,76,30,115,27,403,345
Iberá,San Nicolás,PN,CENTRO,2018m5,5,2018,NO COBRA,28,104,42,18,6,3,13,214,186
Mburucuyá,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,2,193,224,261,27,12,211,930,928
Pre Delta,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,27,974,3243,3115,23,68,994,8444,8417
Quebrada del Condorito,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,196,429,1396,265,0,0,0,2286,2090
San Guillermo,Única,PN,CENTRO,2018m5,5,2018,NO COBRA,1,9,0,0,0,0,2,12,11
Sierra de las Quijadas,Única,PN,CENTRO,2018m5,5,2018,COBRA,42,755,596,2,185,668,132,2380,2338
Talampaya,Única,PN,CENTRO,2018m5,5,2018,COBRA,412,2989,129,0,170,1856,261,5817,5405
Chaco,Única,PN,NEA,2018m5,5,2018,NO COBRA,16,95,384,500,104,9,500,1608,1592
Colonia Benítez,Única,RNEd,NEA,2018m5,5,2018,NO COBRA,0,8,25,0,170,0,0,203,203
El Impenetrable,Única,PN,NEA,2018m5,5,2018,NO COBRA,0,13,170,0,0,0,0,183,183
Formosa,Única,RNat,NEA,2018m5,5,2018,NO COBRA,2,4,4,6,0,0,1,17,15
Iguazú,Única,PN,NEA,2018m5,5,2018,COBRA,54717,29017,3894,1282,0,17404,6677,112991,58274
Río Pilcomayo,Estero Poi,PN,NEA,2018m5,5,2018,NO COBRA,2,43,0,45,4,0,34,128,126
Río Pilcomayo,Laguna Blanca,PN,NEA,2018m5,5,2018,NO COBRA,38,104,241,125,0,0,185,693,655
Aconquija,Única,PN,NOA,2018m5,5,2018,NO COBRA,0,6,42,18,8,0,9,83,83
Baritú,Única,PN,NOA,2018m5,5,2018,NO COBRA,0,0,69,4,0,0,9,82,82
Calilegua,Única,PN,NOA,2018m5,5,2018,NO COBRA,125,240,209,425,732,0,483,2214,2089
Copo,Guayacán,PN,NOA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Copo,Portada,PN,NOA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
El Rey,Única,PN,NOA,2018m5,5,2018,NO COBRA,37,19,30,16,0,0,25,127,90
Laguna de los Pozuelos,Única,MN,NOA,2018m5,5,2018,NO COBRA,38,54,17,0,0,1,9,119,81
Los Cardones,Recta del Tín Tín,PN,NOA,2018m5,5,2018,NO COBRA,356,4640,256,46,51,805,50,6204,5848
Los Cardones,Valle Encantado,PN,NOA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nogalar de los Toldos,Única,RNac,NOA,2018m5,5,2018,NO COBRA,1,0,15,36,41,0,22,115,114
Pizarro,Única,RNac,NOA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Bosques Petrificados,Única,PN,PATAGONIA,2018m5,5,2018,NO COBRA,23,60,3,0,0,0,13,99,76
Lago Puelo,Única,PN,PATAGONIA,2018m5,5,2018,COBRA,117,2751,472,5737,50,1310,204,10641,10524
Laguna Blanca,Única,PN,PATAGONIA,2018m5,5,2018,NO COBRA,1,32,47,68,9,22,22,201,200
Lanín,Hua Hum,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Lago Huechulaufquen,PN,PATAGONIA,2018m5,5,2018,COBRA,145,1171,194,0,170,764,101,2545,2400
Lanín,Muelle Lago Lácar,PN,PATAGONIA,2018m5,5,2018,COBRA,120,793,447,0,52,702,36,2150,2030
Lanín,Quila Quina,PN,PATAGONIA,2018m5,5,2018,COBRA,73,1009,561,0,119,267,44,2073,2000
Lanín,Ruka Choroy,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Volcán Lanín,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Área Tromen,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lanín,Ñorkinko,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Lihué Calel,Única,PN,PATAGONIA,2018m5,5,2018,NO COBRA,2,78,195,52,32,18,66,443,441
Los Alerces,Portada Centro,PN,PATAGONIA,2018m5,5,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Norte,PN,PATAGONIA,2018m5,5,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Portada Sur,PN,PATAGONIA,2018m5,5,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Alerces,Villa Futalaufquen,PN,PATAGONIA,2018m5,5,2018,NO COBRA,40,161,59,0,0,0,28,288,248
Los Glaciares,El Chaltén,PN,PATAGONIA,2018m5,5,2018,NO COBRA,2243,2244,0,0,0,0,0,4487,2244
Los Glaciares,Puerto Bandera,PN,PATAGONIA,2018m5,5,2018,COBRA,1422,2061,12,725,131,0,133,4484,3062
Los Glaciares,Puerto La Cruz,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Puerto La Soledad,PN,PATAGONIA,2018m5,5,2018,COBRA,974,620,44,280,91,0,42,2051,1077
Los Glaciares,Puerto Lago Argentino,PN,PATAGONIA,2018m5,5,2018,COBRA,0,0,0,0,0,0,0,0,0
Los Glaciares,Río Mitre,PN,PATAGONIA,2018m5,5,2018,COBRA,6011,4475,971,653,560,1387,567,14624,8613
Monte León,Única,PN,PATAGONIA,2018m5,5,2018,NO COBRA,0,0,0,0,0,0,0,0,0
Nahuel Huapi,Lago Mascardi,PN,PATAGONIA,2018m5,5,2018,COBRA,1220,4093,2,3038,411,0,8,8772,7552
Nahuel Huapi,Puerto Pañuelo,PN,PATAGONIA,2018m5,5,2018,COBRA,1622,7210,199,2731,346,0,450,12558,10936
